100,1109500,1337400,87600,105101,852700,151001,381500,85900
10,298500,35800,32101,17301,377900,16700,31899,13000
150,2001899,1134900,126901,84299,1451099,130000,535501,125801
50,1733699,340600,224999,132099,839500,87600,193100,73700
200,2236600,1005300,142400,108000,1242001,165901,513500,135899
300,3818899,1805800,176700,144000,1830500,281400,477300,146800
400,6253299,2928300,163700,184300,1462300,387700,547600,172799
500,10468799,3517300,362400,175400,2161999,354500,427600,160899
